marque,prix_neuf,modele,annee,gamme,poids,fiche_technique,photo_url,annonce_url
Scott,2999,Genius 950,2021,All Mountain,0,"Garantie : Cadre : Genius Alloy SL 6011#custom butted / VLK Virtual 4 Link kinematic#27.5"" (2.6 & 2.8) and 29"" (2.4 & 2.6) tire compatible with Geo -BB adj.#TBC Trunnion box construction / Boost 12x148mmPoids cadre : 0.00Amortisseur : FOX Float EVOL Performace Trunnion#3 modes / Lockout-Trail-Descend#DPS / Reb. Adj.#Travel 150mm / 185X55mmDébattement AR. : /Fourche : RockShox Revelation RL3 Air#custom Charger 3-
Modes Damper#15x110mm Maxle Lite / 42mm offset / Tapered steerer#Lockout / Reb. Adj. / 150mm travelDébattement AV : /Poids constructeur : 0.00Potence : Syncros FL2.0 / 6061 Alloy#6° / integrated Top Cap /
31.8mm / 1 1/8""Guidon : Syncros Hixon 2.0 / Alloy 6061D.B.#12mm rise / 9° /
780mm#Syncros Pro lock-on gripsSelle : Syncros Tofino 2.5 RegularTige de selle : Syncros Duncan Dropper Post 2.5#31.6mm / S size 100mm / M size 125mm / L & XL size  150mmFreins : Shimano MT420 4 Piston DiscMoyeux : /Jantes : Syncros X-30S / 32H / 30mm / Sleeve Joint#Tubeless
readyCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : Shimano XT RD-M8100 SGS#Shadow Plus / 12 SpeedCommandes : Shimano Deore SL-M6100-IR / Rapidfire Plus#Ispec
EV clampPédalier : Shimano FC-MT611-1#32TTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_genius_950__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-genius-950
Scott,2999,Genius 950,2020,All Mountain,"14,40","Garantie : /Cadre : Genius Alloy SL 6011#custom butted / VLK Virtual 4 Link kinematic#27.5"" (2.6 & 2.8) and 29"" (2.4 & 2.6) tire compatible with Geo -BB adj.#TBC Trunnion box construction / Boost 12x148mmPoids cadre : NCAmortisseur : FOX Float EVOL Performace Trunnion#3 modes / Lockout-Trail-Descend#DPS / Reb. Adj.#Travel 150mm / 185X55mmDébattement AR. : /Fourche : FOX 34 Float Performance Air#Grip 3 / 3-Modes / 15x110mm QR axle / tapered steerer#44mm offset / Reb. Adj. / Lockout / 150mm travelDébattement AV : /Poids constructeur : 14.40Potence : Syncros FL2.0 / 6061 Alloy#6° / integrated Top Cap / 31.8mm / 1 1/8""Guidon : Syncros Hixon 2.0 / Alloy 6061D.B.#12mm rise / 9° / 780mm#Syncros Pro lock-on gripsSelle : Syncros Tofino 2.0 Regular#CRMO railsTige de selle : Syncros Duncan Dropper 2.5 Remote#31.6mm / S size 100mm / M 125mm / L & XL 150mmFreins : Shimano MT420 4 Piston Disc#203/F and 180/R SM-RT30 CL rotorMoyeux : /Jantes : /Cassette : /Pneus d’origine : Front: Maxxis Dissector 29x2.6""#Rear: Maxxis Rekon 29 x2.6#Specs: 60TPI Kevlar Bead / EXO / Tubeless readyDérailleur AV : /Dérailleur AR : SRAM NX / Eagle 12 SpeedCommandes : SRAM NX Eagle TriggerPédalier : SRAM NX Eagle DUB Boost#32TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_genius_950__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-genius-950
Scott,2499,Genius 960,2020,All Mountain,"14,70","Garantie : /Cadre : Genius Alloy SL 6011#custom butted / VLK Virtual 4 Link kinematic#27.5"" (2.6 & 2.8) and 29"" (2.4 & 2.6) tire compatible with Geo -BB adj.#TBC Trunnion box construction / Boost 12x148mmPoids cadre : NCAmortisseur : X-Fusion NUDE Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control-Descend#Reb. Adj.#Travel 150-100-Lockout / 185X55mmDébattement AR. : /Fourche : Marzocchi Z2 Air#Rail 3 / 3-Modes / 15x110mm QR axle / tapered steerer#44mm offset / Reb. Adj. / Lockout / 150mm travelDébattement AV : /Poids constructeur : 14.70Potence : Syncros FL2.0 / 6061 Alloy#6° / integrated Top Cap / 31.8mm / 1 1/8""Guidon : Syncros Hixon 2.0 / Alloy 6061D.B.#12mm rise / 9° / 780mm#Syncros Pro lock-on gripsSelle : Syncros Tofino 2.5 RegularTige de selle : Syncros Dropper Remote#31.6mm / S size 100mm / M, L & XL 120mmFreins : Shimano MT201 Disc#203/F and 180/R SM-RT30 CL rotorMoyeux : /Jantes : /Cassette : /Pneus d’origine : Front: Maxxis Dissector 29x2.6""#Rear: Maxxis Rekon 29 x2.6#Specs: 60TPI Kevlar Bead / EXO / Tubeless readyDérailleur AV : /Dérailleur AR : SRAM SX / Eagle 12 SpeedCommandes : SRAM SX Eagle TriggerPédalier : SRAM SX Eagle DUB Boost#32TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_genius_960__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-genius-960
Scott,2499,Genius 960,2019,All Mountain,"14,80","Garantie :5 ansCadre :Genius Alloy SL 6011#custom butted / VLK Virtual 4 Link kinematic#27.5"" (2.6 & 2.8) and 29"" (2.4 & 2.6) tire compatible with Geo -BB adj.#TBC Trunnion box construction / Boost 12x148mmPoids cadre :/Amortisseur :X-Fusion Nude Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control-Descend#Reb. Adj.#Travel 150-100-Lockout / 185X55mmDébattement AR. :150 mmFourche :RockShox Recon RL Solo Air#15x110mm QR axle / Tapered Steerer#Reb. Adj. / 2 Modes / Lockout / 140mm travelDébattement :140 mmPoids constructeur :14,8Potence :Syncros FL2.0 / 6061 Alloy#6° / integrated Top Cup / 31.8mm / 1 1/8""Guidon :Syncros FL2.0 mini Riser / Alloy 6061D.B.#12mm rise / 9° / 760mm#Syncros Pro lock-on gripsSelle :Syncros Tofino 2.0 / CRMO railsTige de selle :Syncros Dropper 2.0 / Remote#31.6mm / S size 100mm / M 125mm / L & XL 150mmFreins :Freins à disque ShimanoMoyeux :Shimano HB-MT400-B CL / 15x110mmJantes :Shimano FH-MT400-B CL / Boost 12x148mmCassette :Syncros X-30S / 32H / 30mm / Sleeve Joint#Tubeless readyPneus d’origine :SRAM NX / XG1230 / 11-50 TDérailleur AV. :900 Series: Maxxis Rekon 29x2.6""#700 Series: Maxxis Rekon 27.5x2.8""#60TPI Kevlar Bead / EXO / TR Tubeless readyDérailleur AR. :Transmission SRAM NX Eagle, 12 vitessesCommandes :SRAM NX Eagle TriggerPédalier :SRAM NX Eagle DUB Boost#32TTailles dispo. :S, M, L, XLTaille de référence : MEmpattement (en mm) : 1198,9Longueur des bases (en mm) : 438Hauteur boîtier (en mm) : 346Angle tube direction : 65Angle tube de selle : 74,7Tube supérieur (en mm) : 602,8Longueur tube direction (en mm) : 95",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_genius_960__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-genius-960
Scott,2499,Genius 960,2019,All Mountain,"14,80","Garantie :5 ansCadre :Genius Alloy SL 6011#custom butted / VLK Virtual 4 Link kinematic#27.5"" (2.6 & 2.8) and 29"" (2.4 & 2.6) tire compatible with Geo -BB adj.#TBC Trunnion box construction / Boost 12x148mmPoids cadre :/Amortisseur :X-Fusion Nude Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control-Descend#Reb. Adj.#Travel 150-100-Lockout / 185X55mmDébattement AR. :150 mmFourche :RockShox Recon RL Solo Air#15x110mm QR axle / Tapered Steerer#Reb. Adj. / 2 Modes / Lockout / 140mm travelDébattement :140 mmPoids constructeur :14,8Potence :Syncros FL2.0 / 6061 Alloy#6° / integrated Top Cup / 31.8mm / 1 1/8""Guidon :Syncros FL2.0 mini Riser / Alloy 6061D.B.#12mm rise / 9° / 760mm#Syncros Pro lock-on gripsSelle :Syncros Tofino 2.0 / CRMO railsTige de selle :Syncros Dropper 2.0 / Remote#31.6mm / S size 100mm / M 125mm / L & XL 150mmFreins :Freins à disque ShimanoMoyeux :Shimano HB-MT400-B CL / 15x110mmJantes :Shimano FH-MT400-B CL / Boost 12x148mmCassette :Syncros X-30S / 32H / 30mm / Sleeve Joint#Tubeless readyPneus d’origine :SRAM NX / XG1230 / 11-50 TDérailleur AV. :900 Series: Maxxis Rekon 29x2.6""#700 Series: Maxxis Rekon 27.5x2.8""#60TPI Kevlar Bead / EXO / TR Tubeless readyDérailleur AR. :Transmission SRAM NX Eagle, 12 vitessesCommandes :SRAM NX Eagle TriggerPédalier :SRAM NX Eagle DUB Boost#32TTailles dispo. :S, M, L, XLTaille de référence : MEmpattement (en mm) : 1198,9Longueur des bases (en mm) : 438Hauteur boîtier (en mm) : 346Angle tube direction : 65Angle tube de selle : 74,7Tube supérieur (en mm) : 602,8Longueur tube direction (en mm) : 95",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_genius_960__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-genius-960
Scott,5999,Genius eRide 710,2019,Assistance électrique,"23,70","Garantie :5 ansCadre :Alloy Frame / Virtual 4 link kinematic VLK#27.5"" and 29"" compatible / geo adj. / Boost 148x12mm#150mm travel / Shimano E-8000 Integr. DT Battery#Tapered Headtube E2, Central Kickstand MountPoids cadre :/Amortisseur :Fox Nude T Evol Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control-Descend#DPS / Reb. Adj.#Travel 150-100-Lockout / 185x55mmDébattement AR. :150 mmFourche :Fox 36 Float Performance Elite Air#FIT4 3-Modes with low Speed adj. / 15x110mm QR axle#tapered steerer / Reb. Adj. / Lockout / 150mm travel / E-BikeDébattement :150 mmPoids constructeur :23,7Potence :Syncros FL1.5 / 2014 Alloy#integrated Spacer & Top Cup / 31.8mm / 6° / 1 1/8""Guidon :Syncros FL1.5 Steps mini Riser / Alloy 7050D.B.#12mm rise / 9° / 760mm#Syncros Pro lock-on gripsSelle :Syncros Tofino 2.0 / CRMO railsTige de selle :Fox Transfer Dropper Remote#31.6mm / S size 100mm / M 125mm / L & XL 150mmFreins :Freins à disque Shimano ZEEMoyeux :Formula CL811 / 15x110mmJantes :Formula ECT148S / Boost 148x12mmCassette :Syncros X-30S / 32H / 30mm / Sleeve Joint#Tubeless readyPneus d’origine :SRAM PG1230 / 11-50 TDérailleur AV. :Front: Schwalbe MagicMary#Snake Skin / TL-Easy / Apex / Addix Soft#Rear: Schwalbe Hans Dampf#Snake Skin / TL-Easy / Apex / Addix Speedgrip#700 Series: 27.5x2.8"" / 900 Series: 29x2.6""Dérailleur AR. :Transmission SRAM NX Eagle, 12 vitessesCommandes :SRAM NX Eagle Single ClickPédalier :Shimano STEPS FC-M8050 / 165mm / 34TTailles dispo. :S, M, L, XLTaille de référence : MEmpattement (en mm) : 1235,5Longueur des bases (en mm) : 460Hauteur boîtier (en mm) : 340Angle tube direction : 65,3Angle tube de selle : 75,5Tube supérieur (en mm) : 605Longueur tube direction (en mm) : 125",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_genius_eride%C2%A0710__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-genius-eride-710
Scott,4799,Genius eRide 720,2019,Assistance électrique,"23,80","Garantie :5 ansCadre :Alloy Frame / Virtual 4 link kinematic VLK#27.5"" and 29"" compatible / geo adj. / Boost 148x12mm#150mm travel / Shimano E-8000 Integr. DT Battery#Tapered Headtube E2, Central Kickstand MountPoids cadre :/Amortisseur :Fox Float Evol Performace Trunnion#3 modes / Lockout-Trail-Descend#DPS / Reb. Adj.#Travel 150mm / 185x55mmDébattement AR. :150 mmFourche :Fox 36 Rhythm Air#Grip 3 / 3-Modes / 15x110mm QR axle#tapered steerer / Reb. Adj. / Lockout / 150mm travelDébattement :150 mmPoids constructeur :23,8Potence :Syncros FL2.0 / 6061 Alloy#integrated Spacer & Top Cup / 31.8mm / 6° / 1 1/8""Guidon :Syncros FL2.0 Steps mini Riser / Alloy 6061#12mm rise / 9° / 760mm#Syncros Pro lock-on gripsSelle :Syncros Tofino 2.0 / CRMO railsTige de selle :Syncros Dropper 2.5 / Remote#31.6mm / S size 100mm / M, L & XL 125mmFreins :Freins à disque Shimano BR-MT520Moyeux :Shimano HB-MT400-B CL / 15x110mmJantes :Shimano FH-MT400-B CL / Boost 12x148mmCassette :Syncros X-30S / 32H / 30mm / Sleeve Joint#Tubeless readyPneus d’origine :SRAM PG1230 / 11-50 TDérailleur AV. :Front: Schwalbe MagicMary#Snake Skin / TL-Easy / Apex / Addix Soft#Rear: Schwalbe Hans Dampf#Snake Skin / TL-Easy / Apex / Addix Speedgrip#700 Series: 27.5x2.8"" / 900 Series: 29x2.6""Dérailleur AR. :Transmission SRAM NX Eagle, 12 vitessesCommandes :SRAM NX Eagle Single ClickPédalier :Shimano STEPS FC-E8000 / 165mm / 34TTailles dispo. :S, M, L, XLTaille de référence : MEmpattement (en mm) : 1235,5Longueur des bases (en mm) : 460Hauteur boîtier (en mm) : 340Angle tube direction : 65,3Angle tube de selle : 75,5Tube supérieur (en mm) : 605Longueur tube direction (en mm) : 125",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_genius_eride%C2%A0720__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-genius-eride-720
Scott,5599,Genius eRide 900,2021,Assistance électrique,0,"Garantie : Cadre : Carbon Main Frame / Alloy swingarm#Virtual 4 link kinematic VLK#27.5"" and 29"" compatible / geo adj. / Boost 148x12mm#150mm travel / Bosch Gen4 / Integr. removable Battery#Tapered Headtube
E2/Forkstop, Central Kickstand Mount#Range Booster ReadyPoids cadre : 0.00Amortisseur : FOX Float EVOL Performace Trunnion#3 modes / Lockout-Trail- Descend#DPS / Reb. Adj.#Travel 150mm / 185x55mmDébattement AR. : /Fourche : RockShox 35 Silver TK Air#15x110mm QR axle / Tapered Steerer#Reb. Adj. / 2 Modes / Lockout / 160mm travel / E-BikeDébattement AV : /Poids constructeur : 0.00Potence : Syncros FL2.0 / 6061 Alloy#L-Shape Spacer & Top Cap / 31.8mm / 6° / 1
1/8""Guidon : Syncros Hixon 2.0 / Alloy 6061D.B.#12mm rise / 9° / 780mm#Syncros
Pro lock-on gripsSelle : Syncros Tofino 2.5 RegularTige de selle : Syncros Duncan Dropper Post 2.5 #31.6mm / S size 100mm / M 125mm /
L & XL 150mmFreins : Shimano BR-MT420 4 PistonMoyeux : /Jantes : Syncros MD30 / 32H / 30mm / Pin Joint#Tubeless readyCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM SX Eagle / 12 SpeedCommandes : SRAM SX Eagle Single ClickPédalier : FSA CK-745 165mm / 34TTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_genius_eride_900__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-genius-eride-900
Scott,6999,Genius eRide 900 Tuned,2019,Assistance électrique,"23,60","Garantie :5 ansCadre :Alloy Frame / Virtual 4 link kinematic VLK#27.5"" and 29"" compatible / geo adj. / Boost 148x12mm#150mm travel / Shimano E-8000 Integr. DT Battery#Tapered Headtube E2, Central Kickstand MountPoids cadre :/Amortisseur :Fox Nude TR Evol Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control-Descend#DPS / Reb. Adj.#Travel 150-100-Lockout / 185x55mmDébattement AR. :150 mmFourche :Fox 36 Float Factory Air / Kashima#FIT4 3-Modes with low Speed adj. / 15x110mm QR axle#tapered steerer / Reb. Adj. / Lockout / 150mm travel / E-BikeDébattement :150 mmPoids constructeur :23,6Potence :Syncros FL1.5 / 2014 Alloy#integrated Spacer & Top Cup / 31.8mm / 6° / 1 1/8""Guidon :Syncros FL1.0 Di2 mini Riser / Carbon#12mm rise / 9° / 740mm#Syncros Pro lock-on gripsSelle :Syncros Tofino 1.0 / Carbon railsTige de selle :Fox Transfer Dropper Remote#Kashima / 31.6mm / S size 100mm / M 125mm / L & XL 150mmFreins :Freins à disque Shimano XTMoyeux :/Jantes :/Cassette :DT Swiss HX531 / 28H / 30mmPneus d’origine :SRAM PG1230 / 11-50 TDérailleur AV. :Front: Schwalbe MagicMary#Snake Skin / TL-Easy / Apex / Addix Soft#Rear: Schwalbe Hans Dampf#Snake Skin / TL-Easy / Apex / Addix Speedgrip#700 Series: 27.5x2.8"" / 900 Series: 29x2.6""Dérailleur AR. :Transmission SRAM X01-GX Eagle, 12 vitessesCommandes :SRAM GX Eagle Single ClickPédalier :Shimano STEPS FC-M8050 / 165mm / 34TTailles dispo. :S, M, L, XLTaille de référence : MEmpattement (en mm) : 1236,7Longueur des bases (en mm) : 462Hauteur boîtier (en mm) : 342,5Angle tube direction : 64,8Angle tube de selle : 75Tube supérieur (en mm) : 606,6Longueur tube direction (en mm) : 125",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_genius_eride%C2%A0900_tuned__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-genius-eride-900-tuned
Scott,8199,Genius eRide 900 Tuned,2021,Assistance électrique,"22,90","Garantie : Cadre : Carbon Main Frame / Alloy swingarm#Virtual 4 link kinematic VLK#27.5"" and 29"" compatible / geo adj. / Boost 148x12mm#150mm travel / Bosch Gen4 /  Integr. removable Battery#Tapered Headtube
E2/Forkstop, Central Kickstand Mount#Range Booster ReadyPoids cadre : 0.00Amortisseur : FOX NUDE TR EVOL Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control-Descend#DPS / Reb. Adj.#Travel 150-
100-Lockout / 185x55mmDébattement AR. : /Fourche : FOX 36 Float Factory Air / eMTB+ / Kashima#FIT4 3-Modes with low Speed adj. / 15x110mm QR axle#tapered steerer / Reb. Adj. / Lockout /
160mm travelDébattement AV : /Poids constructeur : 0.00Potence : /Guidon : Syncros Hixon iC eRIDE Carbon#12mm rise / 8° / 780mm / Syncros Pro
lock-on gripsSelle : Syncros Tofino 1.0 Regular#Carbon railsTige de selle : FOX Transfer Dropper Post#Kashima / 31.6mm / S size 125mm / M & L
size 150mm / XL size 175mmFreins : Shimano XT / BR-M8120 4 PistonMoyeux : /Jantes : Syncros Revelstoke-E 1.5 CL#F: 15x110mm, R: 12x148mm Boost#30mm Tubeless ready rim 28H#Syncros Axle w/Removable
Lever with ToolCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM X01 Eagle / 12 SpeedCommandes : SRAM GX Eagle Single ClickPédalier : SRAM X1 1000 / 165mm / 34TTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_genius_eride_900_tuned__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-genius-eride-900-tuned
Scott,7499,Genius eRide 900 Tuned,2020,Assistance électrique,0,"Garantie : /Cadre : Carbon mainframe / Alloy swingarm#Virtual 4 link kinematic VLK#27.5"" and 29"" compatible / geo adj. / Boost 148x12mm#150mm travel / Bosch Gen4 / integr. DT Battery#Tapered Headtube E2/Forkstop, Central Kickstand Mount#Range Booster ReadyPoids cadre : NCAmortisseur : FOX NUDE TR EVOL Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control-Descend#DPS / Reb. Adj.#Travel 150-100-Lockout / 185x55mmDébattement AR. : /Fourche : FOX 36 Float Factory Air / Kashima#FIT4 3-Modes with low Speed adj. / 15x110mm QR axle#tapered steerer / Reb. Adj. / Lockout / 150mm travel / E-BikeDébattement AV : /Poids constructeur : 0.00Potence : /Guidon : Syncros Hixon iC SL Carbon#12mm rise / 9° / 780mm / Syncros Pro lock-on gripsSelle : Syncros Tofino 1.0 Regular#Carbon railsTige de selle : FOX Transfer Dropper Remote#Kashima / 31.6mm / S size 100mm / M 125mm / L & XL 150mmFreins : Shimano XT BR-M8120 4 Piston Disc#203mm CL rotor F&R#F: SM-RT64 / R: RT-EM600Moyeux : /Jantes : Syncros Revelstoke-E 1.5 CL#F: 15x110mm, R: 12x148mm Boost#30mm Tubeless ready rim 28H#Syncros Axle w/Removable Lever with ToolCassette : /Pneus d’origine : Front: Schwalbe MagicMary 29x2.6""#Snake Skin / TL-Easy / Apex / Addix Soft#Rear: Schwalbe Hans Dampf 29x2.6""#Snake Skin / TL-Easy / Apex / Addix SpeedgripDérailleur AV : /Dérailleur AR : SRAM X01 Eagle / 12 SpeedCommandes : SRAM GX Eagle Single ClickPédalier : SRAM X1 1000 / 165mm / 34TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_genius_eride_900_tuned__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-genius-eride-900-tuned
Scott,5999,Genius eRide 910,2020,Assistance électrique,"23,35","Garantie : /Cadre : Alloy Frame / Virtual 4 link kinematic VLK#27.5"" and 29"" compatible / geo adj. / Boost 148x12mm#150mm travel / Bosch Gen4 / integr. DT Battery#Tapered Headtube E2/Forkstop, Central Kickstand Mount#Range Booster ReadyPoids cadre : NCAmortisseur : FOX NUDE T EVOL Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control-Descend#DPS / Reb. Adj.#Travel 150-100-Lockout / 185x55mmDébattement AR. : /Fourche : FOX 36 Rhythm Air#Grip 3 / 3-Modes / 15x110mm QR axle#tapered steerer / Reb. Adj. / Lockout / 150mm travelDébattement AV : /Poids constructeur : 23.35Potence : Syncros ER1.5 / 2014 Alloy#Forkstop Spacer & Top Cap / 31.8mm / 6° / 1 1/8""Guidon : Syncros Hixon 1.5 / Alloy 7050D.B.#12mm rise / 9° / 780mm#Syncros Pro lock-on gripsSelle : Syncros Tofino 1.5 Regular#Titanium railsTige de selle : FOX Transfer Dropper Remote#31.6mm / S size 100mm / M 125mm / L & XL 150mmFreins : Shimano BR-MT520 4 Piston Disc#203mm CL rotor F&R#F: SM-RT64 / R: RT-EM600Moyeux : /Jantes : /Cassette : /Pneus d’origine : Front: Schwalbe MagicMary 29x2.6""#Snake Skin / TL-Easy / Apex / Addix Soft#Rear: Schwalbe Hans Dampf 29x2.6""#Snake Skin / TL-Easy / Apex / Addix SpeedgripDérailleur AV : /Dérailleur AR : SRAM GX Eagle / 12 SpeedCommandes : SRAM NX Eagle Single ClickPédalier : SRAM X1 1000 / 165mm / 34TTailles dispo. : S, M, L, XLTaille de référence : 44Empattement (en mm) : 1240Longueur des bases (en mm) : 460Hauteur boîtier (en mm) : 345Angle tube direction (en °) : 64,5Angle tube de selle (en °) : 71,5Tube supérieur (en mm) : 590Longueur tube direction (en mm) : 125",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_genius_eride_910__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-genius-eride-910
Scott,5999,Genius eRide 910,2019,Assistance électrique,"23,70","Garantie :5 ansCadre :Alloy Frame / Virtual 4 link kinematic VLK#27.5"" and 29"" compatible / geo adj. / Boost 148x12mm#150mm travel / Shimano E-8000 Integr. DT Battery#Tapered Headtube E2, Central Kickstand MountPoids cadre :/Amortisseur :Fox Nude T Evol Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control-Descend#DPS / Reb. Adj.#Travel 150-100-Lockout / 185x55mmDébattement AR. :150 mmFourche :Fox 36 Float Performance Elite Air#FIT4 3-Modes with low Speed adj. / 15x110mm QR axle#tapered steerer / Reb. Adj. / Lockout / 150mm travel / E-BikeDébattement :150 mmPoids constructeur :23,7Potence :Syncros FL1.5 / 2014 Alloy#integrated Spacer & Top Cup / 31.8mm / 6° / 1 1/8""Guidon :Syncros FL1.5 Steps mini Riser / Alloy 7050D.B.#12mm rise / 9° / 760mm#Syncros Pro lock-on gripsSelle :Syncros Tofino 2.0 / CRMO railsTige de selle :Fox Transfer Dropper Remote#31.6mm / S size 100mm / M 125mm / L & XL 150mmFreins :Freins à disque Shimano ZEEMoyeux :Formula CL811 / 15x110mmJantes :Formula ECT148S / Boost 148x12mmCassette :Syncros X-30S / 32H / 30mm / Sleeve Joint#Tubeless readyPneus d’origine :SRAM PG1230 / 11-50 TDérailleur AV. :Front: Schwalbe MagicMary#Snake Skin / TL-Easy / Apex / Addix Soft#Rear: Schwalbe Hans Dampf#Snake Skin / TL-Easy / Apex / Addix Speedgrip#700 Series: 27.5x2.8"" / 900 Series: 29x2.6""Dérailleur AR. :Transmission SRAM NX Eagle, 12 vitessesCommandes :SRAM NX Eagle Single ClickPédalier :Shimano STEPS FC-M8050 / 165mm / 34TTailles dispo. :S, M, L, XLTaille de référence : MEmpattement (en mm) : 1236,7Longueur des bases (en mm) : 462Hauteur boîtier (en mm) : 342,5Angle tube direction : 64,8Angle tube de selle : 75Tube supérieur (en mm) : 606,6Longueur tube direction (en mm) : 125",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_genius_eride%C2%A0910__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-genius-eride-910
